freq,int_so2,int_water,int_deu
5890.5482,0.0001,0.0001,0.0001
5899.8942,0.0000,0.0001,0.0000
5899.9300,0.0000,0.0001,0.0000
5969.5721,0.0001,0.0001,0.0001
6018.4002,0.0001,0.0003,0.0000
6089.7112,0.0001,0.0001,0.0000
6104.2547,0.0000,0.0002,0.0000
6228.5781,0.0000,0.0001,0.0000
6236.2433,0.0000,0.0000,0.0000
6362.9985,0.0001,0.0001,0.0000
6364.2502,0.0000,0.0000,0.0000
6364.6674,0.0000,0.0000,0.0000
6405.3059,0.0001,0.0001,0.0000
6459.6295,0.0000,0.0001,0.0000
6517.1361,0.0000,0.0002,0.0000
6529.5219,0.0000,0.0000,0.0000
6569.6478,0.0000,0.0001,0.0000
6577.9090,0.0001,0.0003,0.0000
6720.7336,0.0001,0.0003,0.0001
6767.2372,0.0000,0.0000,0.0000
6777.2508,0.0000,0.0004,0.0000
6806.3736,0.0000,0.0001,0.0000
6806.3974,0.0000,0.0001,0.0000
6996.7747,0.0000,0.0002,0.0000
7014.8230,0.0000,0.0002,0.0000
7014.8349,0.0000,0.0002,0.0000
7018.6973,0.0000,0.0001,0.0000
7127.3446,0.0001,0.0001,0.0000
7190.0725,0.0000,0.0000,0.0000
7190.0845,0.0000,0.0000,0.0000
7205.5817,0.0000,0.0001,0.0000
7240.1166,0.0000,0.0000,0.0000
7240.1524,0.0000,0.0001,0.0000
7303.9293,0.0000,0.0001,0.0000
7313.9548,0.0000,0.0002,0.0000
7334.7449,0.0001,0.0002,0.0000
7354.7006,0.0000,0.0002,0.0000
7354.7721,0.0002,0.0043,0.0001
7391.5958,0.0000,0.0000,0.0000
7404.2440,0.0001,0.0001,0.0000
7640.9459,0.0000,0.0000,0.0000
7851.3384,0.0000,0.0000,0.0000
7959.4135,0.0000,0.0006,0.0000
2411.9139,0.0000,0.0001,0.0000
2499.9976,0.0001,0.0003,0.0003
2754.0326,0.0000,0.0008,0.0000
2935.9698,0.0000,0.0001,0.0001
2999.4130,0.0001,0.0002,0.0001
3005.0039,0.0000,0.0002,0.0001
3014.6003,0.0001,0.0004,0.0004
3066.8378,0.0000,0.0000,0.0000
3102.3383,0.0004,0.0013,0.0012
3118.9799,0.0000,0.0001,0.0001
3124.6185,0.0000,0.0000,0.0000
3124.7139,0.0000,0.0000,0.0000
3187.6564,0.0000,0.0002,0.0002
3199.5773,0.0000,0.0001,0.0001
3251.9460,0.0000,0.0000,0.0000
3262.1265,0.0000,0.0000,0.0000
3311.9798,0.0000,0.0000,0.0000
3365.4213,0.0000,0.0001,0.0004
3585.6128,0.0000,0.0017,0.0001
3614.5687,0.0000,0.0001,0.0001
3668.0698,0.0000,0.0001,0.0000
3668.0818,0.0000,0.0001,0.0000
3668.1294,0.0000,0.0003,0.0000
3703.2247,0.0000,0.0000,0.0000
3703.4631,0.0000,0.0001,0.0000
3703.4750,0.0000,0.0001,0.0000
3706.2407,0.0000,0.0001,0.0001
3712.2846,0.0001,0.0009,0.0008
3738.9040,0.0000,0.0001,0.0001
3752.9230,0.0000,0.0000,0.0000
3906.7268,0.0000,0.0014,0.0000
3938.6153,0.0004,0.0006,0.0006
3938.6272,0.0004,0.0006,0.0006
4027.1044,0.0003,0.0004,0.0003
4336.5478,0.0000,0.0001,0.0000
4351.1748,0.0000,0.0001,0.0000
4351.2225,0.0000,0.0001,0.0000
4351.2344,0.0000,0.0001,0.0000
4351.4609,0.0000,0.0000,0.0000
4412.6511,0.0001,0.0007,0.0005
4451.5014,0.0000,0.0001,0.0001
4451.6206,0.0033,0.0169,0.0144
4451.6325,0.0032,0.0169,0.0143
4475.5340,0.0003,0.0004,0.0004
4572.4392,0.0000,0.0001,0.0001
4587.4596,0.0001,0.0002,0.0002
4674.8042,0.0000,0.0003,0.0000
4692.4829,0.0000,0.0002,0.0002
4696.9414,0.0004,0.0026,0.0022
4714.0241,0.0000,0.0003,0.0001
4714.0360,0.0000,0.0003,0.0001
4716.7420,0.0000,0.0002,0.0002
4735.9943,0.0000,0.0002,0.0001
4736.0301,0.0000,0.0003,0.0002
4736.1493,0.0080,0.0443,0.0376
4736.3043,0.0000,0.0001,0.0001
4736.3520,0.0000,0.0001,0.0001
4793.1194,0.0000,0.0002,0.0002
4793.1313,0.0000,0.0002,0.0002
4796.7315,0.0000,0.0000,0.0000
4845.5238,0.0000,0.0001,0.0000
4859.9124,0.0000,0.0001,0.0001
4905.7484,0.0000,0.0001,0.0001
4911.9353,0.0000,0.0001,0.0001
4913.0678,0.0000,0.0055,0.0003
4913.0797,0.0000,0.0055,0.0003
4947.0067,0.0000,0.0000,0.0000
4971.0631,0.0000,0.0014,0.0001
4971.0751,0.0000,0.0014,0.0001
5145.0729,0.0000,0.0001,0.0000
5177.9270,0.0001,0.0003,0.0002
5276.5727,0.0001,0.0004,0.0003
5276.5846,0.0001,0.0004,0.0003
5323.8869,0.0001,0.0005,0.0004
5325.1624,0.0000,0.0000,0.0000
5363.9531,0.0000,0.0000,0.0000
5387.2585,0.0000,0.0000,0.0001
5432.1051,0.0000,0.0001,0.0001
5447.2208,0.0000,0.0000,0.0000
5447.2446,0.0000,0.0000,0.0000
5449.7123,0.0000,0.0000,0.0000
5492.4488,0.0000,0.0001,0.0001
5505.6214,0.0000,0.0000,0.0000
5508.2083,0.0000,0.0006,0.0000
5537.4026,0.0000,0.0000,0.0000
5588.6745,0.0000,0.0002,0.0002
5612.6595,0.0000,0.0000,0.0000
5618.3934,0.0000,0.0000,0.0001
5646.3361,0.0000,0.0001,0.0001
5672.6098,0.0002,0.0005,0.0005
5710.3872,0.0004,0.0020,0.0016
5711.6508,0.0000,0.0001,0.0000
5733.6569,0.0002,0.0003,0.0002
5752.6469,0.0000,0.0000,0.0000
5820.3936,0.0003,0.0012,0.0008
5837.1902,0.0001,0.0002,0.0001
5871.8920,0.0000,0.0001,0.0001
5872.9291,0.0000,0.0001,0.0000
5875.5398,0.0000,0.0001,0.0000
5893.2662,0.0000,0.0001,0.0001
5893.2781,0.0000,0.0001,0.0001
5912.9596,0.0000,0.0001,0.0001
5959.4750,0.0000,0.0002,0.0000
5969.5005,0.0000,0.0001,0.0000
5969.7390,0.0000,0.0000,0.0000
5969.8939,0.0000,0.0000,0.0000
5972.8980,0.0000,0.0001,0.0001
5979.3830,0.0001,0.0001,0.0001
5981.2665,0.0011,0.0030,0.0033
5983.7460,0.0001,0.0001,0.0001
6077.7664,0.0012,0.0022,0.0028
6095.4452,0.0000,0.0001,0.0001
6095.7193,0.0001,0.0001,0.0001
6125.3667,0.0000,0.0001,0.0002
6158.9599,0.0031,0.0044,0.0059
6198.6208,0.0000,0.0000,0.0000
6198.6327,0.0000,0.0000,0.0000
6256.6519,0.0000,0.0001,0.0000
6280.6249,0.0000,0.0000,0.0001
6280.6487,0.0000,0.0000,0.0001
6288.2543,0.0001,0.0001,0.0003
6300.2467,0.0001,0.0009,0.0001
6309.6404,0.0000,0.0001,0.0001
6344.1157,0.0008,0.0010,0.0016
6349.9570,0.0002,0.0003,0.0005
6351.1014,0.0000,0.0000,0.0000
6351.3875,0.0000,0.0000,0.0001
