Frequency,Intensity
2.339673040000000128e+03,0.000000000000000000e+00
2.341008190000000013e+03,0.000000000000000000e+00
2.343058590000000095e+03,0.000000000000000000e+00
2.343738080000000082e+03,0.000000000000000000e+00
2.345097060000000056e+03,0.000000000000000000e+00
2.348995210000000043e+03,0.000000000000000000e+00
2.349448199999999815e+03,0.000000000000000000e+00
2.350330350000000180e+03,8.223342910000000546e-06
2.353525160000000142e+03,1.026758289999999997e-05
2.353894710000000032e+03,0.000000000000000000e+00
2.354216579999999794e+03,0.000000000000000000e+00
2.355885510000000068e+03,0.000000000000000000e+00
2.358102800000000116e+03,0.000000000000000000e+00
2.358305449999999837e+03,0.000000000000000000e+00
2.358925339999999778e+03,0.000000000000000000e+00
2.360856530000000021e+03,0.000000000000000000e+00
2.361738679999999931e+03,0.000000000000000000e+00
2.363872530000000097e+03,1.548722600000000085e-05
2.364397050000000036e+03,0.000000000000000000e+00
2.367651460000000043e+03,0.000000000000000000e+00
2.368164060000000063e+03,0.000000000000000000e+00
2.369010450000000219e+03,9.064929859999999707e-06
2.369463439999999991e+03,0.000000000000000000e+00
2.370107170000000224e+03,0.000000000000000000e+00
2.372431759999999940e+03,0.000000000000000000e+00
2.373063560000000052e+03,9.369110080000000784e-06
2.374458309999999983e+03,0.000000000000000000e+00
2.382791040000000066e+03,0.000000000000000000e+00
2.384567259999999806e+03,0.000000000000000000e+00
2.386212349999999788e+03,0.000000000000000000e+00
2.388238910000000033e+03,0.000000000000000000e+00
2.389919760000000224e+03,0.000000000000000000e+00
2.391135690000000068e+03,0.000000000000000000e+00
2.392506600000000162e+03,0.000000000000000000e+00
2.394390109999999822e+03,0.000000000000000000e+00
2.398800850000000082e+03,0.000000000000000000e+00
2.400588990000000194e+03,0.000000000000000000e+00
2.401101590000000215e+03,0.000000000000000000e+00
2.402019499999999880e+03,0.000000000000000000e+00
2.402305600000000140e+03,2.606814459999999865e-05
2.404046060000000125e+03,0.000000000000000000e+00
2.406048769999999877e+03,8.660613309999999930e-06
2.406895160000000033e+03,0.000000000000000000e+00
2.407002449999999953e+03,1.135085879999999966e-05
2.407217029999999795e+03,0.000000000000000000e+00
2.407813070000000153e+03,9.658236229999999625e-06
2.408182620000000043e+03,0.000000000000000000e+00
2.408337590000000091e+03,0.000000000000000000e+00
2.408611769999999979e+03,0.000000000000000000e+00
2.408874029999999948e+03,0.000000000000000000e+00
2.409172059999999874e+03,2.398770690000000163e-05
2.409315110000000004e+03,0.000000000000000000e+00
2.409470080000000053e+03,0.000000000000000000e+00
2.409780029999999897e+03,0.000000000000000000e+00
2.410244940000000042e+03,0.000000000000000000e+00
2.410483360000000175e+03,0.000000000000000000e+00
2.410602570000000014e+03,0.000000000000000000e+00
2.410709859999999935e+03,0.000000000000000000e+00
2.410817149999999856e+03,0.000000000000000000e+00
2.410924430000000029e+03,0.000000000000000000e+00
2.411258220000000165e+03,0.000000000000000000e+00
2.411663529999999810e+03,0.000000000000000000e+00
2.411913869999999861e+03,5.079566540000000295e-05
2.412235740000000078e+03,0.000000000000000000e+00
2.412450310000000172e+03,0.000000000000000000e+00
2.412974830000000111e+03,0.000000000000000000e+00
2.413249020000000201e+03,9.445908239999999879e-06
2.413415910000000167e+03,0.000000000000000000e+00
2.413809299999999894e+03,0.000000000000000000e+00
2.414369580000000042e+03,8.218335089999999755e-06
2.414500709999999799e+03,9.673048299999999840e-06
2.414786819999999807e+03,0.000000000000000000e+00
2.415061000000000149e+03,1.075534289999999952e-05
2.415132520000000113e+03,0.000000000000000000e+00
2.415525909999999840e+03,8.633003190000000109e-06
2.415788169999999809e+03,0.000000000000000000e+00
2.416181559999999990e+03,9.011140509999999781e-06
2.416253090000000157e+03,0.000000000000000000e+00
2.416372299999999996e+03,0.000000000000000000e+00
2.416729929999999968e+03,0.000000000000000000e+00
2.416992189999999937e+03,8.696395869999999919e-06
2.417719360000000052e+03,0.000000000000000000e+00
2.417898180000000139e+03,0.000000000000000000e+00
2.418887619999999970e+03,0.000000000000000000e+00
2.419722080000000005e+03,0.000000000000000000e+00
2.420151229999999941e+03,0.000000000000000000e+00
2.421891689999999926e+03,0.000000000000000000e+00
2.422165869999999813e+03,0.000000000000000000e+00
2.422416209999999865e+03,0.000000000000000000e+00
2.424061299999999846e+03,0.000000000000000000e+00
2.424204349999999977e+03,8.310623780000000815e-06
2.425658699999999953e+03,0.000000000000000000e+00
2.426040170000000217e+03,0.000000000000000000e+00
2.427077290000000175e+03,6.030595229999999844e-05
2.428448199999999815e+03,0.000000000000000000e+00
2.428770070000000032e+03,0.000000000000000000e+00
2.429139610000000175e+03,0.000000000000000000e+00
2.429366109999999935e+03,9.145457140000000739e-06
2.429568769999999859e+03,0.000000000000000000e+00
2.429723739999999907e+03,0.000000000000000000e+00
2.429831029999999828e+03,0.000000000000000000e+00
2.430033680000000004e+03,0.000000000000000000e+00
2.430617810000000190e+03,1.197764190000000026e-05
2.430737020000000030e+03,2.229045820000000113e-05
2.430963519999999789e+03,0.000000000000000000e+00
2.431070799999999963e+03,0.000000000000000000e+00
2.431535719999999856e+03,9.510286979999999171e-06
2.431666850000000068e+03,0.000000000000000000e+00
2.431774139999999989e+03,0.000000000000000000e+00
2.431964869999999792e+03,1.274371189999999918e-05
2.432143689999999879e+03,0.000000000000000000e+00
2.432286740000000009e+03,1.044074739999999983e-05
2.432405949999999848e+03,8.266793140000000303e-06
2.432537080000000060e+03,1.315224099999999970e-05
2.432692050000000108e+03,0.000000000000000000e+00
2.433025839999999789e+03,0.000000000000000000e+00
2.433133130000000165e+03,9.618331819999999689e-06
2.433323859999999968e+03,1.821921040000000044e-05
2.433431149999999889e+03,0.000000000000000000e+00
2.433514599999999973e+03,9.412135879999999772e-06
2.433669570000000022e+03,0.000000000000000000e+00
2.433848379999999906e+03,0.000000000000000000e+00
2.433967590000000200e+03,1.304429570000000069e-05
2.434086800000000039e+03,9.886976319999999180e-06
2.434301379999999881e+03,1.600840310000000056e-05
2.434444430000000011e+03,9.064337399999999908e-06
2.434623239999999896e+03,0.000000000000000000e+00
2.434754370000000108e+03,0.000000000000000000e+00
2.434945110000000113e+03,1.334313950000000076e-05
2.435040469999999914e+03,0.000000000000000000e+00
2.435123919999999998e+03,0.000000000000000000e+00
2.435207370000000083e+03,0.000000000000000000e+00
2.435314660000000003e+03,1.724265849999999991e-05
2.435517310000000180e+03,0.000000000000000000e+00
2.435648439999999937e+03,0.000000000000000000e+00
2.435731890000000021e+03,0.000000000000000000e+00
2.435874940000000151e+03,0.000000000000000000e+00
2.436006069999999909e+03,1.232599319999999928e-05
2.436184879999999794e+03,1.468754080000000018e-05
2.436280249999999796e+03,0.000000000000000000e+00
2.436411380000000008e+03,0.000000000000000000e+00
2.436661720000000059e+03,1.036714369999999994e-05
2.437031269999999950e+03,1.593703169999999942e-05
2.437269690000000082e+03,1.399559599999999935e-05
2.437353129999999965e+03,0.000000000000000000e+00
2.437543869999999970e+03,1.383349240000000016e-05
2.437663079999999809e+03,1.449464350000000077e-05
